"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-07-31",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-08-01",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-08-02",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-08-05",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-08-06",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-08-12",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-08-13",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-08-14",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-08-15",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-08-16",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-08-17",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-08-18",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-08-19",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-08-20",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-08-21",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-08-22",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-08-23",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-08-24",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-08-25",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-08-26",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-08-27",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-08-28",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-08-29",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-08-30",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-09-04",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-09-05",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-09-06",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-09-07",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-09-08",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-09-09",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-09-10",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-09-11",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-09-12",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-09-13",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-09-14",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-09-15",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-09-16",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-09-17",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-09-18",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-09-19",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-09-20",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-09-21",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-09-22",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-09-23",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-09-24",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-09-25",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-09-26",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-09-27",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-09-28",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-09-29",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-09-30",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-10-01",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-10-02",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-10-03",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-10-04",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-10-07",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-10-08",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-10-09",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-10-10",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-10-11",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-10-12",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-10-13",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-10-14",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-10-15",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-10-16",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-10-17",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-10-18",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-10-19",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-10-20",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-10-21",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-10-22",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-10-23",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-10-26",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-10-27",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-10-28",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-10-29",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-10-30",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-10-31",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-11-01",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-11-02",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-11-03",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-11-04",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-11-05",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-11-06",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-11-07",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-11-08",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-11-09",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-11-10",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-11-11",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-11-13",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-11-14",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-11-15",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-11-16",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-11-17",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-11-18",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-11-19",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-11-20",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-11-21",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-11-22",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-11-23",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-11-24",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-11-25",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-11-26",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-11-27",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-11-28",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-11-29",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-11-30",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-12-01",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-12-02",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-12-03",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-12-04",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-12-05",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-12-06",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-12-09",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-12-11",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-12-12",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-12-13",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-12-14",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-12-17",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-12-18",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-12-19",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-12-20",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-12-21",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-12-22",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-12-23",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-12-24",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-12-27",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-12-28",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-12-29",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-12-30",,,,
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","2013-12-31",,,,
"USC00280907","BOONTON 1 SE, NJ US","2012-09-01",,"90","58","78"
"USC00280907","BOONTON 1 SE, NJ US","2012-09-02",,"91","69","71"
"USC00280907","BOONTON 1 SE, NJ US","2012-09-03",,"80","70","74"
"USC00280907","BOONTON 1 SE, NJ US","2012-09-04",,"79","67","69"
"USC00280907","BOONTON 1 SE, NJ US","2012-09-05",,"82","69","76"
"USC00280907","BOONTON 1 SE, NJ US","2012-09-06",,"82","64","64"
"USC00280907","BOONTON 1 SE, NJ US","2012-09-07",,"82","64","68"
"USC00280907","BOONTON 1 SE, NJ US","2012-09-08",,"88","67","68"
"USC00280907","BOONTON 1 SE, NJ US","2012-09-09",,"86","59","60"
"USC00280907","BOONTON 1 SE, NJ US","2012-09-10",,"79","56","58"
"USC00280907","BOONTON 1 SE, NJ US","2012-09-11",,"73","47","47"
"USC00280907","BOONTON 1 SE, NJ US","2012-09-12",,"76","46","50"
"USC00280907","BOONTON 1 SE, NJ US","2012-09-13",,"81","50","53"
"USC00280907","BOONTON 1 SE, NJ US","2012-09-14",,"81","52","54"
"USC00280907","BOONTON 1 SE, NJ US","2012-09-15",,"81","54","62"
"USC00280907","BOONTON 1 SE, NJ US","2012-09-16",,"73","50","50"
"USC00280907","BOONTON 1 SE, NJ US","2012-09-17",,"75","47","48"
"USC00280907","BOONTON 1 SE, NJ US","2012-09-18",,"79","48","68"
"USC00280907","BOONTON 1 SE, NJ US","2012-09-19",,"77","58","58"
"USC00280907","BOONTON 1 SE, NJ US","2012-09-20",,"70","45","45"
"USC00280907","BOONTON 1 SE, NJ US","2012-09-21",,"71","45","57"
"USC00280907","BOONTON 1 SE, NJ US","2012-09-22",,"75","53","55"
"USC00280907","BOONTON 1 SE, NJ US","2012-09-23",,"78","54","54"
"USC00280907","BOONTON 1 SE, NJ US","2012-09-24",,"68","48","50"
"USC00280907","BOONTON 1 SE, NJ US","2012-09-25",,"67","41","41"
"USC00280907","BOONTON 1 SE, NJ US","2012-09-26",,"72","41","59"
"USC00280907","BOONTON 1 SE, NJ US","2012-09-27",,"75","59","64"
"USC00280907","BOONTON 1 SE, NJ US","2012-09-28",,"76","57","61"
"USC00280907","BOONTON 1 SE, NJ US","2012-09-29",,"70","58","58"
"USC00280907","BOONTON 1 SE, NJ US","2012-09-30",,"65","52","54"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-01",,"70","48","52"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-02",,"71","52","58"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-03",,"63","58","63"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-04",,"70","63","66"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-05",,"75","56","56"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-06",,"80","55","55"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-07",,"74","42","44"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-08",,"53","38","39"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-09",,"55","38","49"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-10",,"59","49","53"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-11",,"66","46","46"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-12",,"60","36","37"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-13",,,"29","31"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-14",,"55","31","53"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-15",,"70","52","56"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-16",,"69","51","52"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-17",,"58","36","37"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-18",,"64","36","39"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-19",,"68","38","62"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-20",,"67","54","55"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-21",,"70","45","49"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-22",,"65","45","49"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-23",,"67","45","46"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-24",,"61","45","54"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-25",,"61","54","55"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-26",,"63","55","57"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-27",,"64","57","60"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-28",,"64","56","56"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-29",,"58","54","54"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-30",,"62","50","51"
"USC00280907","BOONTON 1 SE, NJ US","2012-10-31",,"53","42","42"
"USC00280907","BOONTON 1 SE, NJ US","2012-11-01",,"51","40","43"
"USC00280907","BOONTON 1 SE, NJ US","2012-11-02",,"52","42","47"
"USC00280907","BOONTON 1 SE, NJ US","2012-11-03",,"52","40","42"
"USC00280907","BOONTON 1 SE, NJ US","2012-11-04",,"50","38","39"
"USC00280907","BOONTON 1 SE, NJ US","2012-11-05",,"49","38","38"
"USC00280907","BOONTON 1 SE, NJ US","2012-11-06",,"45","23","26"
"USC00280907","BOONTON 1 SE, NJ US","2012-11-07",,"42","26","37"
"USC00280907","BOONTON 1 SE, NJ US","2012-11-08",,"40","32","38"
"USC00280907","BOONTON 1 SE, NJ US","2012-11-09",,"47","35","37"
"USC00280907","BOONTON 1 SE, NJ US","2012-11-10",,"53","35","38"
"USC00280907","BOONTON 1 SE, NJ US","2012-11-11",,"51","37","38"
"USC00280907","BOONTON 1 SE, NJ US","2012-11-12",,"63","35","39"
"USC00280907","BOONTON 1 SE, NJ US","2012-11-13",,"66","39","48"
"USC00280907","BOONTON 1 SE, NJ US","2012-11-14",,"49","33","34"
"USC00280907","BOONTON 1 SE, NJ US","2012-11-15",,"47","31","32"
"USC00280907","BOONTON 1 SE, NJ US","2012-11-16",,"46","31","32"
"USC00280907","BOONTON 1 SE, NJ US","2012-11-17",,"48","29","37"
"USC00280907","BOONTON 1 SE, NJ US","2012-11-19",,"49","31","33"
"USC00280907","BOONTON 1 SE, NJ US","2012-11-20",,"49","29","31"
"USC00280907","BOONTON 1 SE, NJ US","2012-11-21",,"51","30","31"
"USC00280907","BOONTON 1 SE, NJ US","2012-11-22",,"54","29","30"
"USC00280907","BOONTON 1 SE, NJ US","2012-11-23",,"50","29","44"
"USC00280907","BOONTON 1 SE, NJ US","2012-11-24",,"56","40","40"
"USC00280907","BOONTON 1 SE, NJ US","2012-11-25",,"43","34","34"
"USC00280907","BOONTON 1 SE, NJ US","2012-11-26",,"41","34","37"
"USC00280907","BOONTON 1 SE, NJ US","2012-11-27",,"48","28","35"
"USC00280907","BOONTON 1 SE, NJ US","2012-11-28",,"36","31","32"
"USC00280907","BOONTON 1 SE, NJ US","2012-11-29",,"41","26","30"
"USC00280907","BOONTON 1 SE, NJ US","2012-11-30",,"42","26","28"
"USC00280907","BOONTON 1 SE, NJ US","2012-12-01",,"45","27","34"
"USC00280907","BOONTON 1 SE, NJ US","2012-12-02",,"40","34","40"
"USC00280907","BOONTON 1 SE, NJ US","2012-12-03",,"48","39","44"
"USC00280907","BOONTON 1 SE, NJ US","2012-12-04",,"60","39","46"
"USC00280907","BOONTON 1 SE, NJ US","2012-12-05",,"58","46","51"
"USC00280907","BOONTON 1 SE, NJ US","2012-12-06",,"53","28","29"
"USC00280907","BOONTON 1 SE, NJ US","2012-12-07",,"41","24","26"
"USC00280907","BOONTON 1 SE, NJ US","2012-12-08",,"43","26","42"
"USC00280907","BOONTON 1 SE, NJ US","2012-12-09",,"50","42","44"
"USC00280907","BOONTON 1 SE, NJ US","2012-12-10",,"45","40","44"
"USC00280907","BOONTON 1 SE, NJ US","2012-12-11",,"56","42","43"
"USC00280907","BOONTON 1 SE, NJ US","2012-12-12",,"47","30","32"
